Gene_name,stat
A730046J19Rik,-0.332
Adad2,-0.332
Adh6b,-0.332
Akr1c20,-0.332
Apoa2,-0.332
Arhgap36,-0.332
Atp4b,-0.332
Bhlhe22,-0.332
C1qa,-0.332
Cd52,-0.332
Chat,-0.332
Chrm2,-0.332
Cmtm2a,-0.332
Cnfn,-0.332
Cyp2b10,-0.332
Cyp3a16,-0.332
Dapl1,-0.332
Deup1,-0.332
Erich6b,-0.332
Fbp1,-0.332
Fbxw14,-0.332
Glyatl3,-0.332
Gm36245,-0.332
Gm45021,-0.332
Gm5485,-0.332
Gm7582,-0.332
Gm8297,-0.332
Grm3,-0.332
Gsdmc,-0.332
Hsd3b1,-0.332
Itk,-0.332
Lce1m,-0.332
Lin28a,-0.332
Lnp1,-0.332
Mup5,-0.332
Nkx6-2,-0.332
Nlrp4f,-0.332
Olfr126,-0.332
Olfr1325,-0.332
Olfr1511,-0.332
Olfr493,-0.332
Olfr554,-0.332
Olfr644,-0.332
Olfr649,-0.332
Olfr837,-0.332
Otor,-0.332
Pdcd1lg2,-0.332
Prdm12,-0.332
Prdm14,-0.332
Pudp,-0.332
Rptn,-0.332
Scgb2b7,-0.332
Skint2,-0.332
Slc10a2,-0.332
Slc22a19,-0.332
Syce1l,-0.332
Tbx22,-0.332
Tinag,-0.332
Tmem215,-0.332
Tmem38a,-0.332
Tunar,-0.332
Vmn1r12,-0.332
Vmn1r14,-0.332
Vmn1r2,-0.332
Vmn1r226,-0.332
Vmn1r227,-0.332
Vmn1r34,-0.332
Vmn2r50,-0.332
Vmn2r68,-0.332
Vmn2r8,-0.332
Vstm4,-0.332
Adra1d,-0.333
Ik,-0.333
Axdnd1,-0.334
Cct8l1,-0.334
Il1rl2,-0.334
Mrgpra6,-0.334
1700123O20Rik,-0.335
Abcc3,-0.335
Kcnk6,-0.335
Atp2c2,-0.336
Ccnb3,-0.336
Fam13b,-0.336
Rdh11,-0.336
Lgalsl,-0.337
Abcc1,-0.338
Olfr1361,-0.338
Pdik1l,-0.338
Stat4,-0.338
Gm2237,-0.339
Hus1b,-0.339
Igf2,-0.339
Kcnj4,-0.339
Klhl4,-0.339
Vsx2,-0.339
Neu4,-0.34
Vmn1r188,-0.34
Gm2030,-0.341
Irf7,-0.341
Olfr982,-0.341
Lnx1,-0.342
Ppfia3,-0.342
Ptov1,-0.342
Rbp7,-0.342
Rufy3,-0.342
Tor2a,-0.342
A430033K04Rik,-0.343
Acp6,-0.344
Ccdc185,-0.344
Hypk,-0.344
Mlph,-0.344
Irf8,-0.346
Slc26a2,-0.346
Muc19,-0.347
Oaz3,-0.347
Phaf1,-0.347
Prcd,-0.347
Tmem134,-0.347
Uqcc2,-0.347
Vmn2r52,-0.347
Nacad,-0.348
Yod1,-0.348
Zp3r,-0.348
Cep170,-0.349
Atp6v0a4,-0.35
Ms4a20,-0.35
Zfp609,-0.35
Cpxm2,-0.351
Kirrel2,-0.351
Ndufb11b,-0.351
Oscar,-0.351
Slc5a10,-0.351
Abcb5,-0.352
Hoxc8,-0.352
Nckap1,-0.352
Arhgap15,-0.353
Coa3,-0.353
Cox7b,-0.353
Scin,-0.353
Itgb2l,-0.354
Med29,-0.354
Nudt9,-0.354
Uroc1,-0.354
Ncam2,-0.355
Rasgrf1,-0.355
Adtrp,-0.356
Arhgap20,-0.356
Arid4a,-0.356
D8Ertd738e,-0.356
Prr18,-0.356
Tbp,-0.356
Tmem30c,-0.356
Hbs1l,-0.357
Nhlrc4,-0.357
Rnaseh1,-0.357
Rdh16,-0.358
Sirt6,-0.358
Stoml3,-0.358
Tcaf1,-0.359
Pde6h,-0.36
Ros1,-0.36
2310046K23Rik,-0.361
Apol7e,-0.361
Dct,-0.361
Dsg1b,-0.361
Fam181a,-0.361
Gm5168,-0.361
Hapln3,-0.361
Ing2,-0.361
Sit1,-0.361
Zscan4b,-0.361
Ngf,-0.362
Plscr5,-0.362
Cdc20b,-0.363
Mtm1,-0.363
Smim31,-0.363
Kmt2c,-0.364
Nxpe5,-0.364
Pitrm1,-0.364
Sult1c2,-0.364
Tmc1,-0.364
Tmem74,-0.364
0610010K14Rik,-0.365
Adra2c,-0.365
Ctnnbl1,-0.365
Gm10521,-0.365
Gm49398,-0.365
Ly86,-0.365
Olfr73,-0.365
Prr36,-0.365
Psg29,-0.365
Rasgrf2,-0.365
Sez6l,-0.365
Shc4,-0.366
CN725425,-0.367
Slco2a1,-0.368
Dock3,-0.369
Gm2000,-0.369
Gprc5b,-0.37
9930021J03Rik,-0.371
Eef1a1,-0.371
Mybpc3,-0.371
Vcp,-0.371
Xlr4a,-0.371
Zfp26,-0.371
Gemin7,-0.372
Gps2,-0.372
Tmem150c,-0.372
Tyr,-0.372
1700019A02Rik,-0.373
Calb1,-0.373
Cks1brt,-0.373
BC051665,-0.374
Dcaf7,-0.374
H4c18,-0.374
Olfm3,-0.374
Rassf6,-0.374
Shisa9,-0.374
Fli1,-0.375
Gm17622,-0.375
Mageb3,-0.375
Oc90,-0.375
Glipr1,-0.376
Zfp606,-0.376
Rtbdn,-0.377
Scarb1,-0.377
Slc25a2,-0.377
Dgat2l6,-0.378
Gm36368,-0.378
Vmn1r46,-0.378
Apon,-0.379
Gpr84,-0.379
H60b,-0.379
Hoxc12,-0.379
Kcna7,-0.379
Klra7,-0.379
Prpf6,-0.379
Abcg8,-0.38
Cphx1,-0.38
Kars,-0.38
Usp16,-0.38
Ggnbp1,-0.381
Ihh,-0.381
Sh2d2a,-0.381
2610044O15Rik8,-0.382
Epb42,-0.382
Inafm1,-0.382
Olfr524,-0.382
Ppfia1,-0.382
Ugp2,-0.382
Eme2,-0.383
Gm27029,-0.383
Zfp941,-0.383
Magi3,-0.384
Slc6a11,-0.384
Trpv4,-0.384
Thumpd2,-0.385
Vmn1r79,-0.385
Aicda,-0.386
Mef2b,-0.386
Rock2,-0.386
Ackr1,-0.387
Atp4a,-0.387
Crisp4,-0.387
Cryba1,-0.387
Gm52955,-0.387
Igll1,-0.387
Olfr418,-0.387
Rnase2a,-0.387
Siah3,-0.387
Spata31d1b,-0.387
Spink2,-0.387
Tmem74b,-0.387
Zkscan3,-0.387
Actr8,-0.388
Plcb2,-0.388
Tmem251,-0.388
Usp34,-0.388
Drc1,-0.389
Prob1,-0.39
Atp5j2,-0.391
Atp6v1b1,-0.391
Hoxb7,-0.391
Akap5,-0.392
Klhdc2,-0.392
Pcdhga11,-0.392
Adcy10,-0.393
Fmc1,-0.393
Grm2,-0.393
Ptms,-0.393
Zfp385c,-0.393
4930505A04Rik,-0.394
Pan3,-0.394
Gm53012,-0.395
Gsdmc3,-0.395
Med9,-0.395
Pfdn1,-0.395
Hars,-0.397
Sec22c,-0.397
Tmem239,-0.397
Olfr904,-0.398
Pam16,-0.398
Sod3,-0.398
Prss8,-0.399
Retn,-0.399
Shoc2,-0.399
Tgm1,-0.399
Zfp280b,-0.399
Clasrp,-0.401
Fank1,-0.401
Kl,-0.401
Nus1,-0.401
Gtf2h2,-0.402
Zfp711,-0.403
Parvg,-0.404
Actl7a,-0.405
C1ql4,-0.405
Capns2,-0.405
Psmd9,-0.405
Ssbp3,-0.405
Ankub1,-0.406
Dynlt5,-0.406
Gm10198,-0.406
Gm11032,-0.406
Gm5244,-0.406
Gm715,-0.406
Hoxd8,-0.406
Iqcf1,-0.406
Krt82,-0.406
Mrgprx2,-0.406
Mtg2,-0.406
Mup22,-0.406
Olfr1116,-0.406
Olfr1137,-0.406
Olfr124,-0.406
Olfr1265,-0.406
Olfr259,-0.406
Olfr270,-0.406
Olfr295,-0.406
Olfr392,-0.406
Olfr465-ps1,-0.406
Olfr659,-0.406
Olfr683,-0.406
Olfr76,-0.406
Olfr855,-0.406
Siglech,-0.406
Ttr,-0.406
Vax1,-0.406
1700086D15Rik,-0.407
Clk3,-0.407
Lhfp,-0.407
Slc16a3,-0.407
Trim40,-0.407
Nr1d2,-0.408
Tex50,-0.408
Ccdc115,-0.409
Entr1,-0.409
Olfr1392,-0.409
Chrm5,-0.41
Defb47,-0.41
Tnfrsf4,-0.41
Xntrpc,-0.41
A4gnt,-0.411
Cyp7a1,-0.411
Ism1,-0.411
Lair1,-0.411
Rnf17,-0.411
Eif6,-0.412
Gm9758,-0.412
Ndor1,-0.412
Agtr1a,-0.413
Galnt14,-0.413
Has3,-0.414
Il7r,-0.414
Kcnj3,-0.414
Hhex,-0.415
Spx,-0.415
Fkbp3,-0.416
Gga1,-0.416
Gzmd,-0.416
Mag,-0.416
Pi15,-0.416
Clec4b1,-0.417
D6Wsu163e,-0.417
Fam90a1b,-0.417
Nipa2,-0.417
Slc5a1,-0.417
Arrdc4,-0.418
Nomo1,-0.418
Omg,-0.418
Zfp141,-0.418
Adgre4,-0.419
Akr1cl,-0.419
Cadm2,-0.419
Ces2f,-0.419
Defb13,-0.419
Dlc1,-0.419
Eif2s3x,-0.419
Foxp4,-0.419
Gabrp,-0.419
Gm17359,-0.419
Sec14l3,-0.419
Stox2,-0.419
C1qtnf9,-0.42
Cts8,-0.42
Cylc1,-0.42
Dpep1,-0.42
Fam3d,-0.42
Gm7489,-0.42
Hpse2,-0.42
Insyn2b,-0.42
Lkaaear1,-0.42
Olfr1135,-0.42
Olfr1459,-0.42
Olfr190,-0.42
Olfr297,-0.42
Olfr450,-0.42
Olfr914,-0.42
Olfr984,-0.42
Olfr986,-0.42
Prdm16,-0.42
Prok2,-0.42
Sh2d1a,-0.42
Sirpb1a,-0.42
Skint10,-0.42
Tfap2e,-0.42
Tie1,-0.42
Usp17ld,-0.42
Vmn1r185,-0.42
Vmn1r214,-0.42
Cmtm7,-0.421
Stat2,-0.421
Zfp438,-0.421
Lrrc31,-0.422
Tbc1d21,-0.422
Vmn1r184,-0.422
Gstm6,-0.423
Olfr285,-0.423
Psmb2,-0.423
Cdk18,-0.424
Macrod2,-0.424
Pcdhb2,-0.424
Actr1a,-0.425
Adnp,-0.425
Olfr147,-0.425
Vmn2r105,-0.425
Zfp804a,-0.425
H4c1,-0.426
Slitrk6,-0.426
Cd209g,-0.427
Dnase2b,-0.427
Gm5941,-0.427
Pdzk1,-0.427
Rab26,-0.427
Supt16,-0.427
Terf1,-0.427
Mtln,-0.428
Nectin4,-0.428
Olfr213,-0.428
Olfr801,-0.428
Angel2,-0.429
Ceacam1,-0.429
Hoxa9,-0.429
Olfr1258,-0.429
Olfr52,-0.429
Acbd3,-0.43
Ascl3,-0.43
Bhmt,-0.43
Meaf6,-0.43
Vmn1r58,-0.43
1700113H08Rik,-0.431
Ms4a7,-0.431
Vmn2r20,-0.431
Idnk,-0.432
Odad2,-0.432
Pik3cg,-0.432
Upk3b,-0.432
Gm12184,-0.433
Mrps25,-0.433
Dhrs3,-0.434
Fbxl15,-0.434
Rabgef1,-0.434
Sdhc,-0.434
Adam7,-0.435
Arhgap40,-0.435
Bpifb5,-0.435
Cdx4,-0.435
Dcaf12l1,-0.435
Gm5800,-0.435
Hap1,-0.435
Kcnq2,-0.435
Olfr1151,-0.435
Olig3,-0.435
Phactr3,-0.435
Pik3cd,-0.435
Sh3gl2,-0.435
Upb1,-0.435
Vmn1r230,-0.435
Vmn2r95,-0.435
Zfp831,-0.435
Alas2,-0.436
Cpd,-0.436
Hapln1,-0.436
Olfr1441,-0.436
Gm21761,-0.437
Gm5152,-0.437
Saxo1,-0.437
Vmn2r17,-0.437
Zfp456,-0.437
Abhd16b,-0.438
Gpat4,-0.438
Magea10,-0.438
Olfr348,-0.438
Ss18l1,-0.438
Baalc,-0.439
Chrnb2,-0.439
Cox4i1,-0.439
Mmp25,-0.439
Mrpl4,-0.439
Tsc2,-0.439
Gm49322,-0.441
Psma2,-0.441
Psmd11,-0.441
Cd55b,-0.442
Cmbl,-0.442
Dus1l,-0.442
Kdf1,-0.442
A030005L19Rik,-0.443
Gpr160,-0.443
Inhbb,-0.443
Litaf,-0.443
Mrpl51,-0.443
Tmem102,-0.443
C1ql3,-0.444
Nim1k,-0.444
Pcdhb7,-0.444
Polr3h,-0.444
Olfr1281,-0.445
Zfp326,-0.445
Cdc37,-0.446
Rtca,-0.446
Actl7b,-0.447
Ces3a,-0.447
Cryba2,-0.447
Exosc3,-0.447
Fshr,-0.447
Gm21981,-0.447
H2ap,-0.447
Kctd7,-0.447
Lrrc41,-0.447
Mucl2,-0.447
Olfr58,-0.447
Smok3c,-0.447
Tex29,-0.447
Tuba8,-0.447
Dock2,-0.448
Gm21992,-0.448
Olfr460,-0.448
Slc35b3,-0.448
Cabp4,-0.449
Cox16,-0.449
Mixl1,-0.449
Abca13,-0.45
Gm50388,-0.45
Kctd19,-0.45
Panx2,-0.45
Amph,-0.451
Bmp3,-0.451
Grk3,-0.451
Hsf2bp,-0.451
Lypd2,-0.451
Ndufv3,-0.451
Olfr765,-0.451
Trpa1,-0.451
Cfap77,-0.452
Dnajb13,-0.452
Kctd1,-0.452
Ddx41,-0.453
Kazn,-0.453
Zfp811,-0.453
Clcn7,-0.454
Mrap,-0.454
Pik3c2b,-0.454
Zyg11a,-0.454
Cldn18,-0.455
Kat5,-0.455
Pnma1,-0.455
Slc5a9,-0.455
Tnfrsf26,-0.455
Dolpp1,-0.456
Hsd3b9,-0.456
Klhdc7b,-0.456
Rab32,-0.456
Scube1,-0.456
Ly6f,-0.457
Slx4ip,-0.457
Abca14,-0.458
4930558K02Rik,-0.459
Lpar6,-0.459
Plscr3,-0.459
Slfn4,-0.459
Sorcs3,-0.459
V1ra8,-0.459
Cfap206,-0.46
Dsg1a,-0.46
Olfr1431,-0.46
AI593442,-0.461
Lhfpl5,-0.461
Ctag2l1,-0.462
Klf6,-0.462
F5,-0.463
Nup35,-0.463
Pgpep1l,-0.463
Scn11a,-0.463
Snorc,-0.463
Tldc2,-0.463
Gm5096,-0.464
Prdm10,-0.464
Zdhhc19,-0.464
Dctn4,-0.465
Tmem270,-0.466
Ppfia2,-0.467
Tmem174,-0.467
Vmn1r75,-0.467
Etaa1,-0.468
Hepacam,-0.468
Sec16b,-0.468
Btk,-0.469
Nrg2,-0.469
Ctsc,-0.47
Epsti1,-0.47
F10,-0.47
Pcid2,-0.47
Bid,-0.471
Gm14391,-0.471
Grm5,-0.471
Ndufa1,-0.471
Trmt9b,-0.471
Cyp11b1,-0.472
Fgf18,-0.472
Gtf2a1l,-0.472
Prom2,-0.472
Strit1,-0.472
Tph1,-0.472
Ptger1,-0.473
Extl1,-0.474
Fam71f1,-0.474
Pdpr,-0.474
Rheb,-0.474
Treh,-0.474
Crocc2,-0.475
Ints6l,-0.475
Pgap4,-0.475
C1d,-0.476
Gm17374,-0.476
Rpia,-0.476
Sec1,-0.476
Dnajb7,-0.477
Ist1,-0.477
Lilrb4b,-0.477
Myoz3,-0.477
Riok3,-0.477
Atxn7l1,-0.478
Dtwd1,-0.478
Nt5m,-0.478
Cops4,-0.479
Ndufa12,-0.479
Rasgef1b,-0.48
Scaf4,-0.48
Gpm6b,-0.481
Mydgf,-0.481
Nup88,-0.481
Otud6b,-0.481
Pak2,-0.481
Tefm,-0.481
Vmn1r216,-0.481
Ankrd31,-0.482
Art2b,-0.482
B020031M17Rik,-0.482
Ceacam10,-0.482
Ceacam13,-0.482
Cetn1,-0.482
Cldn8,-0.482
Cyp2c70,-0.482
Drd1,-0.482
F9,-0.482
Fads2b,-0.482
Fbxw19,-0.482
Foxb1,-0.482
Gfral,-0.482
Gm10267,-0.482
Gm11172,-0.482
Gm1330,-0.482
Gm20661,-0.482
Gm5724,-0.482
Gm5771,-0.482
Gm6268,-0.482
Gp6,-0.482
Gucy1b1,-0.482
Irs4,-0.482
Kcnip1,-0.482
Kcnk15,-0.482
Klf14,-0.482
Klrh1,-0.482
Krt2,-0.482
Krtap4-6,-0.482
Lipi,-0.482
Minar2,-0.482
Mmrn1,-0.482
Olfr1009,-0.482
Olfr1023,-0.482
Olfr1077-ps1,-0.482
Olfr1109,-0.482
Olfr1170,-0.482
Olfr1297,-0.482
Olfr1508,-0.482
Olfr172,-0.482
Olfr211,-0.482
Olfr394,-0.482
Olfr466,-0.482
Olfr725,-0.482
Olfr729,-0.482
Olfr740,-0.482
Olfr846,-0.482
Pramel42,-0.482
Prss52,-0.482
Ptgdr,-0.482
Ptx4,-0.482
Rimbp2,-0.482
Sap25,-0.482
Serpinb13,-0.482
Slc17a1,-0.482
Slc22a28,-0.482
Slco6d1,-0.482
Ssxa1,-0.482
Sult1b1,-0.482
Thoc2,-0.482
Trim42,-0.482
Ugt2b1,-0.482
Ugt2b37,-0.482
Vamp9,-0.482
Vmn1r204,-0.482
Vmn1r213,-0.482
Acox1,-0.483
Fabp4,-0.483
Sfrp5,-0.483
Taf9,-0.483
Fhip2b,-0.484
Rab33a,-0.484
Lgi3,-0.485
Apoo,-0.486
Galnt12,-0.486
Prpf19,-0.486
Esyt3,-0.487
Gpc2,-0.488
Lpp,-0.488
Marchf1,-0.488
Olfr1118,-0.488
Ptrh2,-0.488
Ccl20,-0.489
Cntn5,-0.489
Gm42878,-0.489
Rab1b,-0.489
Tex48,-0.489
Eif4a3l1,-0.49
Frmd3,-0.49
Gli3,-0.49
Tprn,-0.49
Adam6b,-0.491
Cyp2c66,-0.491
Dpp4,-0.491
Esyt2,-0.491
Gm14147,-0.491
Olfr1384,-0.491
Olfr204,-0.491
Sgcz,-0.491
Smim10l2a,-0.491
Tyrp1,-0.491
Vmn1r172,-0.491
Zcchc3,-0.491
Fdx2,-0.492
Gm10999,-0.492
Ldhc,-0.492
Olfr1173,-0.492
Slc46a2,-0.492
Vmn2r25,-0.492
Zfp760,-0.492
Hdac6,-0.493
Lrrtm1,-0.493
Rhobtb2,-0.493
Commd9,-0.494
Nktr,-0.494
Ambp,-0.495
Cdkal1,-0.495
Cyp2r1,-0.495
Hipk3,-0.495
Majin,-0.495
Marco,-0.495
Mzb1,-0.495
Olfr474,-0.495
Pcdhga10,-0.495
Serpina1d,-0.495
Upk3bl,-0.495
Zfp987,-0.495
Fam47e,-0.496
Olfr1124,-0.496
Sntn,-0.496
Vmn2r94,-0.496
Kctd4,-0.497
Lbx1,-0.497
Sbno2,-0.497
4931428L18Rik,-0.498
H1f5,-0.498
Mc2r,-0.498
Adgrb2,-0.499
Fam186b,-0.499
Srp54a,-0.499
Dcaf12l2,-0.5
Eif3i,-0.5
Ffar1,-0.5
Inhbc,-0.5
Kcnb2,-0.5
Olfr1490,-0.5
Olfr911-ps1,-0.5
Pramel20,-0.5
Pramel29,-0.5
Vmn2r110,-0.501
Carmil3,-0.502
Cd160,-0.502
Ces1g,-0.502
Olfr49,-0.502
Pecam1,-0.502
Alox15,-0.503
Frmpd4,-0.503
Trim6,-0.503
Vmn1r224,-0.503
Atp5h,-0.504
Mrpl45,-0.504
Usp49,-0.504
A530064D06Rik,-0.505
B4galnt4,-0.505
Baz1b,-0.505
Fgf8,-0.505
Isy1,-0.505
Slc34a2,-0.505
Sohlh2,-0.505
Ubr5,-0.505
Abcd3,-0.506
Calm2,-0.506
G6pc2,-0.506
Gm13271,-0.506
Hgs,-0.506
Opcml,-0.506
Tet2,-0.506
Wif1,-0.506
Bhlhe23,-0.507
C130050O18Rik,-0.507
Htr1d,-0.507
Rex2,-0.507
Serpinf2,-0.507
Usp27x,-0.507
Avpr2,-0.508
Crispld2,-0.508
Grm4,-0.508
Tmem200c,-0.508
H3c7,-0.509
Mier2,-0.509
Nlgn1,-0.509
Hes3,-0.51
Ino80d,-0.511
Sec24b,-0.511
Phf2,-0.512
Rcan1,-0.512
Tnks,-0.512
Nxph1,-0.513
Tmprss11c,-0.513
Cdiptos,-0.515
Stk38,-0.515
Adgrv1,-0.516
Kcnn2,-0.516
Snap29,-0.516
Ddx3x,-0.517
Fam136a,-0.517
Ccdc69,-0.518
Gm3336,-0.518
Sgms2,-0.518
Tgm3,-0.519
Tmppe,-0.519
Irak3,-0.52
Pcdhga2,-0.52
Rec114,-0.52
Rnf44,-0.52
5730480H06Rik,-0.521
Clec2i,-0.521
Aqp4,-0.522
Il1a,-0.522
Dsp,-0.523
Mme,-0.523
Timm21,-0.523
Cdh23,-0.524
Gpr45,-0.524
Ms4a15,-0.524
Rsph4a,-0.524
Sdr9c7,-0.524
Tspo,-0.524
Lhx1,-0.525
Slc17a9,-0.525
4930583I09Rik,-0.526
Pdx1,-0.526
Skil,-0.526
Atox1,-0.527
Faiml,-0.527
Zfp383,-0.527
Fancd2os,-0.528
Fitm2,-0.528
Gca,-0.528
Eya2,-0.529
Gm6133,-0.529
Olfr145,-0.529
Aqp3,-0.53
Zfp317,-0.53
Cst7,-0.531
Cym,-0.531
Miga2,-0.531
Olfr1211,-0.531
Olfr825,-0.531
Ptpn3,-0.531
Cacna2d4,-0.533
Cel,-0.534
Epha6,-0.534
Gins3,-0.534
Hsd17b3,-0.534
Klk7,-0.534
Nhlh1,-0.534
Phospho2,-0.534
Sftpd,-0.534
Slfn1,-0.534
Vmn1r49,-0.534
Gm20604,-0.535
Ncor1,-0.535
Olfr1293-ps,-0.535
Cyth1,-0.536
Foxp1,-0.536
Isoc1,-0.536
Olfr39,-0.536
Gnai2,-0.537
Olfr16,-0.538
Prps1l1,-0.539
Nmbr,-0.54
Olfr1440,-0.54
Selenok,-0.54
1700001J03Rik,-0.541
Ankdd1b,-0.541
Septin14,-0.541
Vmn1r65,-0.541
Dnajc6,-0.542
Gm9918,-0.542
Lrrc4b,-0.542
Chrnb3,-0.543
Kcnmb2,-0.543
Plekhd1,-0.543
Mrpl39,-0.544
Phyhip,-0.544
Tnni3k,-0.544
Zfp385b,-0.544
Galntl5,-0.545
Zcchc12,-0.545
Ackr2,-0.546
Mageb18,-0.546
Oxct2a,-0.546
Scaf8,-0.546
C130026I21Rik,-0.547
Ccser1,-0.547
Fam217a,-0.547
Slc1a1,-0.547
Ttll1,-0.547
Adamts18,-0.548
Gm16223,-0.548
Krit1,-0.548
AI597479,-0.549
Amdhd1,-0.549
Scg3,-0.549
Spib,-0.549
Adam39,-0.55
E330021D16Rik,-0.55
Foxj1,-0.55
Gm15155,-0.55
Gpr119,-0.55
Itprid1,-0.55
Mcf2,-0.55
Olfr1014,-0.55
Olfr807,-0.55
P2ry4,-0.55
Prss57,-0.55
Semp2l2b,-0.55
Tectb,-0.55
Trank1,-0.55
Wnt8b,-0.55
Gle1,-0.551
Mlst8,-0.551
Tial1,-0.551
Adam21,-0.552
B3gnt9,-0.552
St3gal6,-0.552
E230025N22Rik,-0.553
Lrfn5,-0.553
Nedd4l,-0.553
Pdzk1ip1,-0.553
Car14,-0.554
Csta2,-0.554
Tbx10,-0.554
Vmn1r200,-0.554
Gm12353,-0.555
Olfr1183,-0.555
Gdpd3,-0.556
Rel,-0.556
Tbc1d30,-0.556
AK157302,-0.557
D830030K20Rik,-0.557
Glipr1l2,-0.557
Gm11168,-0.557
Marveld2,-0.557
Olfr699,-0.557
Pak5,-0.557
Phf13,-0.557
Rfx6,-0.557
Cops6,-0.558
Psmb7,-0.558
Ribc1,-0.558
Cfap47,-0.559
Cxcl14,-0.559
Ovgp1,-0.559
Rbbp8nl,-0.559
Gad1,-0.56
Larp7,-0.56
Trpv2,-0.56
Zfp983,-0.56
Acer1,-0.561
Akap8,-0.562
Arap3,-0.562
Dclre1b,-0.562
A730009L09Rik,-0.563
Gal3st2,-0.563
Prmt9,-0.563
Tex44,-0.563
Vmn1r74,-0.563
Zbtb8b,-0.563
Chic2,-0.564
Polr3k,-0.564
Slc4a4,-0.564
Gstp1,-0.566
Rgs6,-0.566
Rtel1,-0.566
Anxa7,-0.567
Hnf1a,-0.567
Ifngr2,-0.567
Mup2,-0.567
Dynlt2a3,-0.568
Kcnk9,-0.568
Krt84,-0.568
Mmp27,-0.568
Nrg3,-0.568
Olfr279,-0.568
Pus7l,-0.568
Scd3,-0.568
Cdh9,-0.569
Ftl1-ps1,-0.569
Pik3r5,-0.569
Smim40,-0.569
Tex16,-0.57
Gabra5,-0.571
Gjd3,-0.571
Kat8,-0.571
Nr1h5,-0.571
Parp4,-0.571
Cebpd,-0.572
Nags,-0.572
Tafa1,-0.572
Vmn2r108,-0.573
Zfp566,-0.573
Lrit3,-0.574
Olfr816,-0.574
Zmym6,-0.574
Clns1a,-0.575
Atp7a,-0.576
Irgc1,-0.576
Olfr845,-0.576
Slc25a21,-0.576
Zbtb34,-0.576
6030498E09Rik,-0.577
Cdk5rap1,-0.577
Fcgbp,-0.577
Gm5127,-0.577
Mgat5b,-0.577
Veph1,-0.577
Meox1,-0.578
Nfkbie,-0.578
Syt5,-0.578
Thnsl1,-0.578
D630023F18Rik,-0.579
Mpg,-0.579
Slc30a6,-0.58
Vmn1r18,-0.58
Btbd16,-0.581
Mmp15,-0.581
Rdh8,-0.581
Zfp708,-0.581
Mtch2,-0.582
Rab25,-0.582
Slc8a2,-0.582
Unc93a,-0.582
Vmn1r42,-0.582
Fbxl3,-0.583
Acsbg3,-0.584
Hsd17b13,-0.584
Serpina11,-0.584
H2bc8,-0.585
Oaf,-0.585
Vmn1r81,-0.585
Cpn2,-0.586
Ifit1,-0.586
Cd3eap,-0.587
Nudt7,-0.587
Atp11a,-0.588
Abca15,-0.589
Fut7,-0.589
Gprc6a,-0.589
Hexim2,-0.589
Hspa1l,-0.589
Lrit1,-0.589
Slc35e1,-0.589
Supt4a,-0.589
Vmn1r86,-0.589
1110004F10Rik,-0.59
Ankrd16,-0.59
Ociad2,-0.591
Pnlip,-0.591
Setd1b,-0.591
Stard8,-0.591
Tnxb,-0.591
Tmem222,-0.592
Ccdc71l,-0.593
Olfr1112,-0.593
Rita1,-0.593
Zfp397,-0.593
Cfd,-0.594
Fam89b,-0.594
Mmp17,-0.594
Pnrc2,-0.594
Ptpn2,-0.594
Galnt3,-0.595
Hormad1,-0.595
Nrsn1,-0.595
Aire,-0.596
Csn1s2b,-0.596
AW209491,-0.597
Vxn,-0.597
Zscan12,-0.597
4930474N05Rik,-0.599
Adora3,-0.599
Cdh7,-0.599
Cyp4a29,-0.599
Dscaml1,-0.599
Erp27,-0.599
Gm14151,-0.599
Gm15080,-0.599
Gm44501,-0.599
Gsdmc2,-0.599
Olfr132,-0.599
Olfr1395,-0.599
Olfr24,-0.599
Olfr780,-0.599
Ptpn20,-0.599
Rhox4c,-0.599
Rhox4e,-0.599
Xlr4b,-0.599
Zscan4c,-0.599
Olfr1178,-0.6
4930578I06Rik,-0.601
Grin2c,-0.601
Heatr9,-0.601
Vmn2r86,-0.601
Zg16,-0.601
Hmx2,-0.602
Hpn,-0.602
Mab21l1,-0.603
Oog4,-0.603
Zdhhc9,-0.603
4933400A11Rik,-0.604
Gm14288,-0.604
Ints3,-0.604
Myo3a,-0.604
Nkapl,-0.604
Olfr1120,-0.604
Olfr479,-0.604
Olfr822,-0.604
Vmn1r82,-0.604
Zfp369,-0.604
Bmp5,-0.605
Gm11634,-0.605
Prl6a1,-0.605
Spink8,-0.605
Tomt,-0.605
Zfp787,-0.605
Glb1l3,-0.606
Gm3278,-0.606
Slc7a3,-0.606
Smim27,-0.606
Spdef,-0.606
H3c10,-0.607
Mpped2,-0.607
Ms4a6b,-0.607
Cebpg,-0.608
Chl1,-0.608
Sh2d7,-0.608
Cyp2b23,-0.609
Gm47969,-0.609
Gprc5a,-0.609
Olfr414,-0.609
Tekt3,-0.609
Vmn1r11,-0.609
Vmn2r77,-0.609
Aldoart1,-0.61
Rexo1,-0.611
1700030K09Rik,-0.612
Gm136,-0.612
Vwc2l,-0.612
Zfp992,-0.612
Olfr1307,-0.613
Upk2,-0.613
Ankrd22,-0.614
Gm48552,-0.614
Micos10,-0.614
Olfr1271,-0.614
Prl2c3,-0.614
Wfdc18,-0.614
Acss3,-0.615
Erc2,-0.615
Ppbp,-0.615
Gtf2a2,-0.616
Pcdhb4,-0.616
